time,lead_h,p10,p50,p90
2026-02-12 14:00:00,48,0.0008,0.1107,0.2768
2026-02-12 15:00:00,48,0.0,0.0365,0.2061
2026-02-12 16:00:00,48,0.0,0.0136,0.1238
2026-02-12 17:00:00,48,0.0,0.048,0.1722
2026-02-12 18:00:00,48,0.0,0.0611,0.1206
2026-02-12 19:00:00,48,0.0,0.0949,0.2576
2026-02-12 20:00:00,48,0.0,0.1431,0.3066
2026-02-12 21:00:00,48,0.0,0.0579,0.1267
2026-02-12 22:00:00,48,0.0,0.0758,0.1421
2026-02-12 23:00:00,48,0.0,0.0741,0.1065
2026-02-13 00:00:00,48,0.0,0.0,0.0019
2026-02-13 01:00:00,48,0.0,0.0,0.0681
2026-02-13 02:00:00,48,0.0,0.0307,0.0618
2026-02-13 03:00:00,48,0.0,0.0105,0.0576
2026-02-13 04:00:00,48,0.0,0.0117,0.0956
2026-02-13 05:00:00,48,0.0,0.0,0.0566
2026-02-13 06:00:00,48,0.0,0.0125,0.038
2026-02-13 07:00:00,48,0.0,0.0,0.2003
2026-02-13 08:00:00,48,0.0,0.0301,0.2281
2026-02-13 09:00:00,48,0.0,0.0615,0.2002
2026-02-13 10:00:00,48,0.0,0.0603,0.2236
2026-02-13 11:00:00,48,0.0,0.0572,0.1457
2026-02-13 12:00:00,48,0.0,0.0406,0.1106
2026-02-13 13:00:00,48,0.0,0.1383,0.2127
2026-02-13 14:00:00,48,0.0,0.3484,0.5074
2026-02-13 15:00:00,48,0.0631,0.4525,0.8904
2026-02-13 16:00:00,48,0.1661,0.6333,1.0
2026-02-13 17:00:00,48,0.2128,0.7826,1.0
2026-02-13 18:00:00,48,0.2449,0.801,1.0
2026-02-13 19:00:00,48,0.3333,0.8248,1.0
2026-02-13 20:00:00,48,0.2813,0.7059,0.9735
2026-02-13 21:00:00,48,0.2396,0.6222,0.9775
2026-02-13 22:00:00,48,0.1938,0.6705,0.9824
2026-02-13 23:00:00,48,0.0971,0.6595,0.947
2026-02-14 00:00:00,48,0.007,0.1861,0.6093
2026-02-14 01:00:00,48,0.0159,0.1325,0.2788
2026-02-14 02:00:00,48,0.0,0.1071,0.1642
2026-02-14 03:00:00,48,0.0,0.1016,0.1926
2026-02-14 04:00:00,48,0.0,0.1013,0.1954
2026-02-14 05:00:00,48,0.0,0.0934,0.2101
2026-02-14 06:00:00,48,0.0,0.0028,0.1117
2026-02-14 07:00:00,48,0.0,0.0351,0.1319
2026-02-14 08:00:00,48,0.0,0.0379,0.0909
2026-02-14 09:00:00,48,0.0,0.033,0.1169
2026-02-14 10:00:00,48,0.0,0.012,0.0958
2026-02-14 11:00:00,48,0.0,0.0509,0.0962
2026-02-14 12:00:00,48,0.0,0.1024,0.1787
2026-02-14 13:00:00,48,0.0004,0.0166,0.1963
2026-02-14 14:00:00,48,0.0006,0.048,0.2366
2026-02-14 15:00:00,48,0.0,0.0203,0.1732
2026-02-14 16:00:00,48,0.0,0.0824,0.1159
2026-02-14 17:00:00,48,0.0,0.0619,0.0915
2026-02-14 18:00:00,48,0.0,0.0785,0.113
2026-02-14 19:00:00,48,0.0,0.0915,0.0991
2026-02-14 20:00:00,48,0.0,0.0621,0.1743
2026-02-14 21:00:00,48,0.0,0.0192,0.115
2026-02-14 22:00:00,48,0.0,0.0617,0.2249
2026-02-14 23:00:00,48,0.0,0.0991,0.1909
2026-02-15 00:00:00,48,0.0004,0.055,0.3199
2026-02-15 01:00:00,48,0.0046,0.1613,0.6487
2026-02-15 02:00:00,48,0.059,0.2675,0.8393
2026-02-15 03:00:00,48,0.1574,0.4061,0.9411
2026-02-15 04:00:00,48,0.2718,0.6178,0.9796
2026-02-15 05:00:00,48,0.2514,0.6237,0.9486
2026-02-15 06:00:00,48,0.3475,0.7431,0.9697
2026-02-15 07:00:00,48,0.4706,0.821,0.9946
2026-02-15 08:00:00,48,0.471,0.8315,0.9832
2026-02-15 09:00:00,48,0.6509,0.8701,1.0
2026-02-15 10:00:00,48,0.5177,0.8449,0.9822
2026-02-15 11:00:00,48,0.4734,0.9199,0.9864
2026-02-15 12:00:00,48,0.4707,0.9317,0.9919
2026-02-15 13:00:00,48,0.4057,0.9316,0.9964
2026-02-15 14:00:00,48,0.4372,0.9604,0.9933
2026-02-15 15:00:00,48,0.3877,0.8899,0.9973
2026-02-15 16:00:00,48,0.2591,0.7417,0.9479
2026-02-15 17:00:00,48,0.2168,0.6999,1.0
2026-02-15 18:00:00,48,0.0808,0.6328,0.985
2026-02-15 19:00:00,48,0.1068,0.6476,0.9717
2026-02-15 20:00:00,48,0.1621,0.6062,0.9626
2026-02-15 21:00:00,48,0.1635,0.5912,0.9651
2026-02-15 22:00:00,48,0.1541,0.6277,1.0
2026-02-15 23:00:00,48,0.1466,0.7287,0.9886
2026-02-16 00:00:00,48,0.0807,0.4358,0.9259
2026-02-16 01:00:00,48,0.0682,0.406,0.8727
2026-02-16 02:00:00,48,0.0987,0.3082,0.8876
2026-02-16 03:00:00,48,0.1364,0.526,0.9578
2026-02-16 04:00:00,48,0.165,0.5409,0.9848
2026-02-16 05:00:00,48,0.0736,0.5409,0.9434
2026-02-16 06:00:00,48,0.1396,0.6093,0.9906
2026-02-16 07:00:00,48,0.152,0.615,0.9665
2026-02-16 08:00:00,48,0.0612,0.7107,0.9147
2026-02-16 09:00:00,48,0.0657,0.5976,0.874
2026-02-16 10:00:00,48,0.0589,0.5474,0.8734
2026-02-16 11:00:00,48,0.0726,0.5185,0.879
2026-02-16 12:00:00,48,0.0732,0.6037,0.985
2026-02-16 13:00:00,48,0.1039,0.6257,0.9257
2026-02-16 14:00:00,48,0.1045,0.7115,0.9507
2026-02-16 15:00:00,48,0.1916,0.7163,1.0
2026-02-16 16:00:00,48,0.2126,0.6928,1.0
2026-02-16 17:00:00,48,0.1836,0.7029,1.0
2026-02-16 18:00:00,48,0.1013,0.6541,0.9567
2026-02-16 19:00:00,48,0.0649,0.6019,0.9331
2026-02-16 20:00:00,48,0.0628,0.5984,0.9385
2026-02-16 21:00:00,48,0.0661,0.5522,0.9152
2026-02-16 22:00:00,48,0.0668,0.5417,0.8924
2026-02-16 23:00:00,48,0.0461,0.5414,0.8365
2026-02-17 00:00:00,48,0.0,0.1396,0.5768
2026-02-17 01:00:00,48,0.0,0.2143,0.5122
2026-02-17 02:00:00,48,0.0,0.1792,0.4997
2026-02-17 03:00:00,48,0.0183,0.2093,0.4979
2026-02-17 04:00:00,48,0.0126,0.0692,0.5225
2026-02-17 05:00:00,48,0.0,0.1434,0.5998
2026-02-17 06:00:00,48,0.0158,0.1549,0.566
2026-02-17 07:00:00,48,0.0172,0.1974,0.5926
2026-02-17 08:00:00,48,0.0348,0.2922,0.5813
2026-02-17 09:00:00,48,0.023,0.2753,0.573
2026-02-17 10:00:00,48,0.047,0.4462,0.807
2026-02-17 11:00:00,48,0.0919,0.6618,0.9375
2026-02-17 12:00:00,48,0.2253,0.7487,0.9825
2026-02-17 13:00:00,48,0.2987,0.7974,1.0
2026-02-17 14:00:00,48,0.3341,0.8319,1.0
2026-02-17 15:00:00,48,0.2353,0.8684,1.0
2026-02-17 16:00:00,48,0.3032,0.8385,0.9966
2026-02-17 17:00:00,48,0.3299,0.7905,0.9993
2026-02-17 18:00:00,48,0.3408,0.8817,1.0
2026-02-17 19:00:00,48,0.3779,0.7696,0.9893
2026-02-17 20:00:00,48,0.4331,0.7313,0.9738
2026-02-17 21:00:00,48,0.3627,0.6952,0.9847
2026-02-17 22:00:00,48,0.2862,0.6728,0.9887
2026-02-17 23:00:00,48,0.2847,0.7038,0.9823
2026-02-18 00:00:00,48,0.3363,0.7127,0.9759
2026-02-18 01:00:00,48,0.3574,0.7132,0.9893
2026-02-18 02:00:00,48,0.3804,0.744,0.9836
2026-02-18 03:00:00,48,0.3952,0.7127,0.9797
2026-02-18 04:00:00,48,0.4076,0.7758,0.9785
2026-02-18 05:00:00,48,0.4942,0.8624,0.9857
2026-02-18 06:00:00,48,0.611,0.8727,0.9794
2026-02-18 07:00:00,48,0.7174,0.9141,0.9905
2026-02-18 08:00:00,48,0.739,0.9549,0.9797
2026-02-18 09:00:00,48,0.7759,0.9835,1.0
2026-02-18 10:00:00,48,0.7136,0.9776,0.9929
2026-02-18 11:00:00,48,0.6719,0.9955,1.0
2026-02-18 12:00:00,48,0.4586,0.9446,1.0
2026-02-18 13:00:00,48,0.2934,0.8358,0.9858
2026-02-18 14:00:00,48,0.2719,0.8022,0.9671
2026-02-18 15:00:00,48,0.3079,0.7405,0.984
2026-02-18 16:00:00,48,0.2923,0.7053,0.9946
2026-02-18 17:00:00,48,0.1851,0.646,0.9963
2026-02-18 18:00:00,48,0.1025,0.5616,0.9005
2026-02-18 19:00:00,48,0.0566,0.597,0.9695
2026-02-18 20:00:00,48,0.0496,0.536,0.8867
2026-02-18 21:00:00,48,0.0489,0.4924,0.8644
2026-02-18 22:00:00,48,0.0508,0.497,0.8594
2026-02-18 23:00:00,48,0.0125,0.3918,0.7025
2026-02-19 00:00:00,48,0.0,0.1233,0.5694
2026-02-19 01:00:00,48,0.0,0.1774,0.734
2026-02-19 02:00:00,48,0.032,0.2382,0.7781
2026-02-19 03:00:00,48,0.0239,0.3136,0.8884
2026-02-19 04:00:00,48,0.0,0.3454,0.9367
2026-02-19 05:00:00,48,0.0216,0.4048,0.8953
2026-02-19 06:00:00,48,0.0403,0.4327,0.8702
2026-02-19 07:00:00,48,0.0231,0.4001,0.7647
2026-02-19 08:00:00,48,0.0185,0.3089,0.6201
2026-02-19 09:00:00,48,0.0248,0.3175,0.6019
2026-02-19 10:00:00,48,0.0145,0.2855,0.4631
2026-02-19 11:00:00,48,0.0142,0.1981,0.3616
2026-02-19 12:00:00,48,0.0166,0.2373,0.3248
2026-02-19 13:00:00,48,0.0,0.2034,0.2308
2026-02-19 14:00:00,48,0.0,0.2,0.2887
2026-02-19 15:00:00,48,0.0,0.3119,0.4871
2026-02-19 16:00:00,48,0.0131,0.2063,0.3584
2026-02-19 17:00:00,48,0.0172,0.2971,0.4762
2026-02-19 18:00:00,48,0.0517,0.4601,0.8296
2026-02-19 19:00:00,48,0.1044,0.6884,0.9406
2026-02-19 20:00:00,48,0.0545,0.74,0.9392
2026-02-19 21:00:00,48,0.0895,0.6852,0.8626
2026-02-19 22:00:00,48,0.0915,0.6428,0.8588
2026-02-19 23:00:00,48,0.1225,0.6871,0.876
2026-02-20 00:00:00,48,0.1633,0.6921,0.9712
2026-02-20 01:00:00,48,0.1846,0.739,0.9825
2026-02-20 02:00:00,48,0.1473,0.6031,0.9323
2026-02-20 03:00:00,48,0.0723,0.4885,0.8364
2026-02-20 04:00:00,48,0.0277,0.3733,0.8308
2026-02-20 05:00:00,48,0.0076,0.2582,0.6366
2026-02-20 06:00:00,48,0.0023,0.2371,0.4908
2026-02-20 07:00:00,48,0.0174,0.2061,0.4826
2026-02-20 08:00:00,48,0.0138,0.1548,0.2974
2026-02-20 09:00:00,48,0.0,0.1303,0.1898
2026-02-20 10:00:00,48,0.0,0.108,0.1786
2026-02-20 11:00:00,48,0.0,0.0909,0.1574
2026-02-20 12:00:00,48,0.0,0.1345,0.1504
2026-02-20 13:00:00,48,0.0047,0.2132,0.5694
2026-02-20 14:00:00,48,0.0028,0.4294,0.9244
2026-02-20 15:00:00,48,0.3329,0.7899,0.9821
2026-02-20 16:00:00,48,0.3525,0.8483,0.9856
2026-02-20 17:00:00,48,0.4097,0.9112,1.0
2026-02-20 18:00:00,48,0.4656,0.9676,0.996
2026-02-20 19:00:00,48,0.4598,0.8193,0.9874
2026-02-20 20:00:00,48,0.3843,0.689,1.0
2026-02-20 21:00:00,48,0.2668,0.6486,0.9954
2026-02-20 22:00:00,48,0.1785,0.7145,0.9913
2026-02-20 23:00:00,48,0.0971,0.5585,0.9125
2026-02-21 00:00:00,48,0.0,0.2148,0.7024
2026-02-21 01:00:00,48,0.0084,0.1633,0.5688
2026-02-21 02:00:00,48,0.0,0.1085,0.547
2026-02-21 03:00:00,48,0.0,0.0846,0.4663
2026-02-21 04:00:00,48,0.0,0.1641,0.4364
2026-02-21 05:00:00,48,0.1098,0.5837,0.8524
2026-02-21 06:00:00,48,0.6258,0.8392,0.9799
2026-02-21 07:00:00,48,0.8176,0.8784,0.9821
2026-02-21 08:00:00,48,0.8032,0.8616,0.9705
2026-02-21 09:00:00,48,0.4945,0.8078,0.9901
2026-02-21 10:00:00,48,0.2556,0.6244,0.9024
2026-02-21 11:00:00,48,0.1001,0.7151,0.9366
2026-02-21 12:00:00,48,0.0564,0.5468,0.8337
2026-02-21 13:00:00,48,0.0317,0.4787,0.8145
2026-02-21 14:00:00,48,0.0578,0.2938,0.7941
2026-02-21 15:00:00,48,0.0546,0.3708,0.7641
2026-02-21 16:00:00,48,0.0956,0.5458,0.7894
2026-02-21 17:00:00,48,0.0284,0.2825,0.8024
2026-02-21 18:00:00,48,0.0285,0.3585,0.8056
2026-02-21 19:00:00,48,0.0086,0.2087,0.8485
2026-02-21 20:00:00,48,0.0,0.364,0.7943
2026-02-21 21:00:00,48,0.0,0.0924,0.3742
2026-02-21 22:00:00,48,0.0,0.025,0.1731
2026-02-21 23:00:00,48,0.0,0.0402,0.1517
2026-02-22 00:00:00,48,0.0,0.0145,0.0417
2026-02-22 01:00:00,48,0.0,0.0375,0.1431
2026-02-22 02:00:00,48,0.0,0.0396,0.1672
2026-02-22 03:00:00,48,0.0173,0.1711,0.2861
2026-02-22 04:00:00,48,0.0086,0.1858,0.6949
2026-02-22 05:00:00,48,0.0489,0.5729,0.932
2026-02-22 06:00:00,48,0.1148,0.6796,0.9857
2026-02-22 07:00:00,48,0.3369,0.7504,0.9912
2026-02-22 08:00:00,48,0.3704,0.8508,0.9859
2026-02-22 09:00:00,48,0.3523,0.8612,0.9823
2026-02-22 10:00:00,48,0.309,0.8331,0.9799
2026-02-22 11:00:00,48,0.2872,0.8142,0.9913
2026-02-22 12:00:00,48,0.1437,0.7761,1.0
2026-02-22 13:00:00,48,0.0712,0.5618,0.8889
2026-02-22 14:00:00,48,0.0021,0.1979,0.3979
2026-02-22 15:00:00,48,0.0,0.1648,0.2231
2026-02-22 16:00:00,48,0.0,0.1526,0.1669
2026-02-22 17:00:00,48,0.0,0.1576,0.1577
2026-02-22 18:00:00,48,0.0,0.1699,0.2242
2026-02-22 19:00:00,48,0.0,0.1039,0.208
2026-02-22 20:00:00,48,0.0,0.0355,0.1025
2026-02-22 21:00:00,48,0.0,0.0593,0.1604
2026-02-22 22:00:00,48,0.0,0.062,0.1355
2026-02-22 23:00:00,48,0.0,0.107,0.2173
2026-02-23 00:00:00,48,0.0,0.0453,0.1592
2026-02-23 01:00:00,48,0.0,0.1673,0.4077
2026-02-23 02:00:00,48,0.0029,0.2059,0.4611
2026-02-23 03:00:00,48,0.0038,0.2008,0.4298
2026-02-23 04:00:00,48,0.0,0.1531,0.3105
2026-02-23 05:00:00,48,0.0,0.0839,0.2819
2026-02-23 06:00:00,48,0.0062,0.2421,0.346
2026-02-23 07:00:00,48,0.0391,0.3299,0.7069
2026-02-23 08:00:00,48,0.0546,0.4576,0.7299
2026-02-23 09:00:00,48,0.1278,0.4297,0.8415
2026-02-23 10:00:00,48,0.1945,0.5287,0.882
2026-02-23 11:00:00,48,0.3031,0.7153,0.9655
2026-02-23 12:00:00,48,0.3674,0.6708,0.972
2026-02-23 13:00:00,48,0.4374,0.7209,0.9762
2026-02-23 14:00:00,48,0.5387,0.7984,0.9802
2026-02-23 15:00:00,48,0.5389,0.8027,0.9834
2026-02-23 16:00:00,48,0.536,0.7996,0.9787
2026-02-23 17:00:00,48,0.6322,0.785,0.9753
2026-02-23 18:00:00,48,0.6322,0.8874,0.9842
2026-02-23 19:00:00,48,0.5489,0.8846,0.9799
2026-02-23 20:00:00,48,0.3807,0.9182,0.9761
2026-02-23 21:00:00,48,0.3192,0.8207,0.9525
2026-02-23 22:00:00,48,0.2914,0.7508,0.9372
2026-02-23 23:00:00,48,0.2938,0.7137,0.9304
2026-02-24 00:00:00,48,0.2158,0.6116,0.885
2026-02-24 01:00:00,48,0.1592,0.5607,0.8708
2026-02-24 02:00:00,48,0.149,0.3878,0.8322
2026-02-24 03:00:00,48,0.0703,0.3955,0.8273
2026-02-24 04:00:00,48,0.0478,0.1441,0.7498
2026-02-24 05:00:00,48,0.0177,0.1255,0.6546
2026-02-24 06:00:00,48,0.0,0.1043,0.607
2026-02-24 07:00:00,48,0.0378,0.1011,0.6651
2026-02-24 08:00:00,48,0.0257,0.2033,0.6696
2026-02-24 09:00:00,48,0.0276,0.2547,0.5982
2026-02-24 10:00:00,48,0.0135,0.185,0.3794
2026-02-24 11:00:00,48,0.0022,0.1448,0.383
2026-02-24 12:00:00,48,0.0,0.0665,0.2882
2026-02-24 13:00:00,48,0.0,0.0701,0.1894
2026-02-24 14:00:00,48,0.0,0.0493,0.1304
2026-02-24 15:00:00,48,0.0,0.1151,0.2559
2026-02-24 16:00:00,48,0.0,0.1915,0.2923
2026-02-24 17:00:00,48,0.0,0.0698,0.1435
2026-02-24 18:00:00,48,0.0,0.1178,0.2076
2026-02-24 19:00:00,48,0.0,0.0645,0.1075
2026-02-24 20:00:00,48,0.0,0.0503,0.1234
2026-02-24 21:00:00,48,0.0,0.0685,0.1369
2026-02-24 22:00:00,48,0.0,0.1211,0.2319
2026-02-24 23:00:00,48,0.0058,0.0856,0.3449
2026-02-25 00:00:00,48,0.0,0.0,0.4418
2026-02-25 01:00:00,48,0.0,0.0,0.4701
2026-02-25 02:00:00,48,0.0065,0.1232,0.5098
2026-02-25 03:00:00,48,0.0,0.1163,0.5218
2026-02-25 04:00:00,48,0.0,0.0577,0.5053
2026-02-25 05:00:00,48,0.0,0.0244,0.59
2026-02-25 06:00:00,48,0.0,0.1044,0.5834
2026-02-25 07:00:00,48,0.0,0.1134,0.5796
2026-02-25 08:00:00,48,0.0045,0.1879,0.4542
2026-02-25 09:00:00,48,0.0,0.1412,0.3252
2026-02-25 10:00:00,48,0.0012,0.1015,0.2361
2026-02-25 11:00:00,48,0.0108,0.1842,0.2975
2026-02-25 12:00:00,48,0.0,0.2617,0.2748
2026-02-25 13:00:00,48,0.0,0.1881,0.1978
2026-02-25 14:00:00,48,0.0,0.1784,0.2047
2026-02-25 15:00:00,48,0.0002,0.2475,0.2541
2026-02-25 16:00:00,48,0.0004,0.3906,0.5482
2026-02-25 17:00:00,48,0.0746,0.5787,0.928
2026-02-25 18:00:00,48,0.2853,0.84,1.0
2026-02-25 19:00:00,48,0.2972,0.7167,0.9951
2026-02-25 20:00:00,48,0.3133,0.7842,0.992
2026-02-25 21:00:00,48,0.2877,0.6567,0.9854
2026-02-25 22:00:00,48,0.3063,0.6725,0.9851
2026-02-25 23:00:00,48,0.2591,0.7106,0.9791
2026-02-26 00:00:00,48,0.111,0.578,0.9462
2026-02-26 01:00:00,48,0.1651,0.4426,0.9376
2026-02-26 02:00:00,48,0.148,0.3886,0.9444
2026-02-26 03:00:00,48,0.0178,0.3467,0.904
2026-02-26 04:00:00,48,0.0,0.1579,0.3975
2026-02-26 05:00:00,48,0.0,0.1718,0.6248
2026-02-26 06:00:00,48,0.079,0.4418,0.8828
2026-02-26 07:00:00,48,0.0328,0.4038,0.7948
2026-02-26 08:00:00,48,0.0215,0.1342,0.5218
2026-02-26 09:00:00,48,0.0,0.174,0.5361
2026-02-26 10:00:00,48,0.0488,0.3019,0.7127
2026-02-26 11:00:00,48,0.0365,0.5114,0.9499
2026-02-26 12:00:00,48,0.2375,0.4667,0.879
2026-02-26 13:00:00,48,0.1868,0.5555,0.9036
2026-02-26 14:00:00,48,0.1933,0.5044,0.8712
2026-02-26 15:00:00,48,0.1892,0.6038,0.8967
2026-02-26 16:00:00,48,0.1599,0.5945,0.8599
2026-02-26 17:00:00,48,0.2076,0.6343,0.8764
2026-02-26 18:00:00,48,0.2106,0.647,0.8716
2026-02-26 19:00:00,48,0.1534,0.5622,0.8889
2026-02-26 20:00:00,48,0.1616,0.5703,0.8179
2026-02-26 21:00:00,48,0.1265,0.4421,0.8518
2026-02-26 22:00:00,48,0.0553,0.3535,0.7584
2026-02-26 23:00:00,48,0.0659,0.2882,0.737
2026-02-27 00:00:00,48,0.0181,0.2177,0.77
2026-02-27 01:00:00,48,0.0817,0.2392,0.7055
2026-02-27 02:00:00,48,0.01,0.1383,0.6389
2026-02-27 03:00:00,48,0.0,0.1395,0.6709
2026-02-27 04:00:00,48,0.0,0.1075,0.3982
2026-02-27 05:00:00,48,0.0,0.1424,0.3691
2026-02-27 06:00:00,48,0.0,0.0919,0.3389
2026-02-27 07:00:00,48,0.0,0.0828,0.2743
2026-02-27 08:00:00,48,0.0024,0.1374,0.4282
2026-02-27 09:00:00,48,0.0334,0.172,0.6754
2026-02-27 10:00:00,48,0.0678,0.1847,0.7285
2026-02-27 11:00:00,48,0.1149,0.3589,0.8661
2026-02-27 12:00:00,48,0.1161,0.4255,0.8674
2026-02-27 13:00:00,48,0.1831,0.596,0.9065
2026-02-27 14:00:00,48,0.174,0.5656,0.9296
2026-02-27 15:00:00,48,0.2062,0.4562,0.8413
2026-02-27 16:00:00,48,0.1676,0.6068,0.8698
2026-02-27 17:00:00,48,0.1539,0.6349,0.9073
2026-02-27 18:00:00,48,0.1134,0.495,0.8905
2026-02-27 19:00:00,48,0.0907,0.3198,0.759
2026-02-27 20:00:00,48,0.0732,0.4676,0.8624
2026-02-27 21:00:00,48,0.1121,0.3406,0.7624
2026-02-27 22:00:00,48,0.1181,0.4703,0.7798
2026-02-27 23:00:00,48,0.1761,0.5554,0.7731
2026-02-28 00:00:00,48,0.1104,0.4982,0.825
2026-02-28 01:00:00,48,0.1264,0.5006,0.8053
2026-02-28 02:00:00,48,0.0975,0.4166,0.8137
2026-02-28 03:00:00,48,0.1423,0.531,0.8411
2026-02-28 04:00:00,48,0.1915,0.6242,0.917
2026-02-28 05:00:00,48,0.1552,0.4562,0.815
2026-02-28 06:00:00,48,0.2163,0.5256,0.8992
2026-02-28 07:00:00,48,0.1594,0.3198,0.8662
2026-02-28 08:00:00,48,0.136,0.377,0.831
2026-02-28 09:00:00,48,0.1795,0.6045,0.8616
2026-02-28 10:00:00,48,0.1429,0.5897,0.8561
2026-02-28 11:00:00,48,0.1464,0.659,0.8993
2026-02-28 12:00:00,48,0.1354,0.5048,0.8607
2026-02-28 13:00:00,48,0.092,0.3691,0.6849
2026-02-28 14:00:00,48,0.0655,0.4643,0.7206
2026-02-28 15:00:00,48,0.0061,0.2023,0.5369
2026-02-28 16:00:00,48,0.0013,0.1428,0.4187
2026-02-28 17:00:00,48,0.0062,0.0887,0.3448
2026-02-28 18:00:00,48,0.0,0.0746,0.2468
2026-02-28 19:00:00,48,0.0,0.0488,0.2371
2026-02-28 20:00:00,48,0.0027,0.0849,0.1651
2026-02-28 21:00:00,48,0.0007,0.1122,0.121
2026-02-28 22:00:00,48,0.0,0.095,0.1465
2026-02-28 23:00:00,48,0.0,0.0619,0.0881
